"$346,665",4bd,3ba,"2,757 sqft","10013 Hermann Trce, Texas City, TX 77591",https://www.trulia.com/property/9070312289-10013-Hermann-Trce-Texas-City-TX-77591
"$312,140",4bd,3ba,"2,067 sqft","10001 Deussen Ln, Texas City, TX 77591",https://www.trulia.com/property/9069504423-10001-Deussen-Ln-Texas-City-TX-77591
"$301,190",3bd,2ba,"1,831 sqft","10009 Deussen Ln, Texas City, TX 77591",https://www.trulia.com/property/9069079926-10009-Deussen-Ln-Texas-City-TX-77591
"$301,990+",3bd,2ba,"1,831 sqft","Central Park Square, Texas City, TX 77591",https://www.trulia.com/builder-community/Central-Park-Square-6529237427/new-home/Plan-The-Oleander-L401/9071736787
"$259,900+",3bd,2ba,"1,551 sqft","Pearlbrook, Texas City, TX 77591",https://www.trulia.com/builder-community/Pearlbrook-6529261523/new-home/Plan-S-1475/9073753543
"$309,690",4bd,3ba,"2,067 sqft","10100 Hermann Trce, Texas City, TX 77591",https://www.trulia.com/property/9070345931-10100-Hermann-Trce-Texas-City-TX-77591
"$314,415",4bd,3ba,"2,067 sqft","10008 Deussen Ln, Texas City, TX 77591",https://www.trulia.com/property/9069782311-10008-Deussen-Ln-Texas-City-TX-77591
"$312,690",4bd,3ba,"2,067 sqft","3205 Cullen Trce, Texas City, TX 77591",https://www.trulia.com/property/9070191308-3205-Cullen-Trce-Texas-City-TX-77591
"$299,600",3bd,2ba,"1,820 sqft","10921 Webber, Texas City, TX 77591",https://www.trulia.com/p/tx/texas-city/10921-webber-texas-city-tx-77591--2461500265
"$361,215",4bd,3ba,"2,757 sqft","3110 Cullen Trce, Texas City, TX 77591",https://www.trulia.com/property/9069848377-3110-Cullen-Trce-Texas-City-TX-77591
"$335,940",4bd,3ba,"2,208 sqft","3104 Cullen Trce, Texas City, TX 77591",https://www.trulia.com/property/9069848378-3104-Cullen-Trce-Texas-City-TX-77591
"$329,980",4bd,3ba,"2,208 sqft","3200 Tranquility Dr, Texas City, TX 77591",https://www.trulia.com/property/9071905582-3200-Tranquility-Dr-Texas-City-TX-77591
"$341,465",4bd,3ba,"2,757 sqft","10108 Hermann Trce, Texas City, TX 77591",https://www.trulia.com/property/9070055966-10108-Hermann-Trce-Texas-City-TX-77591
"$279,900",3bd,2ba,"1,818 sqft","8302 Tourmaline Way, Texas City, TX 77591",https://www.trulia.com/property/9073375541-8302-Tourmaline-Way-Texas-City-TX-77591
"$318,940",4bd,3ba,"2,208 sqft","10116 Hermann Trce, Texas City, TX 77591",https://www.trulia.com/property/9071726992-10116-Hermann-Trce-Texas-City-TX-77591
"$293,990",4bd,2ba,"1,831 sqft","10815 33rd Ave N, Texas City, TX 77590",https://www.trulia.com/p/tx/texas-city/10815-33rd-ave-n-texas-city-tx-77590--2541209848
"$318,940",4bd,3ba,"2,208 sqft","10112 Discovery Ln, Texas City, TX 77591",https://www.trulia.com/property/9071717156-10112-Discovery-Ln-Texas-City-TX-77591
"$305,415",4bd,3ba,"2,067 sqft","10204 Discovery Ln, Texas City, TX 77591",https://www.trulia.com/property/9071905584-10204-Discovery-Ln-Texas-City-TX-77591
